1069	བོང	3		128258
1070	བསགས	4		128134
1071	སྙེད	4		128034
1072	འཕོ	3		127960
1073	དབུགས	5		127670
1074	གཟའ	3		127074
1075	སྐྱོ	4		127056
1076	འཕྲལ	4		126860
1077	ཀི	2		126826
1078	འབྱིན	5		126794
1079	དབེན	4		126698
1080	ཕུག	3		126664
1081	དབྱི	4		126244
1082	ཉལ	2		126022
1083	ནར	2		125866
1084	དྲིས	4		125754
1085	ཕུར	3		125636
1086	བི	2		125626
1087	དྭངས	4		124978
1088	བརྩི	4		124712
1089	ངམ	2		124686
1090	རྒྱུགས	6		124626
1091	གྲ	2		124596
1092	བསུ	3		123668
1093	གེགས	4		123366
1094	གྲོ	3		123184
1095	ཅེ	2		123078
1096	ལུ	2		122774
1097	དམའ	3		121858
1098	བང	2		121772
1099	སྡོང	4		121486
1100	གསོག	4		121126
1101	རྫ	2		120922
1102	ཁྱི	3		120650
1103	དྭགས	4		119882
1104	སུའུ	4		119858
1105	ཁོས	3		119284
1106	མདངས	4		119210
1107	ཧི	2		119172
1108	འཚམས	4		119034
1109	གནོན	4		118992
1110	སླད	3		118284
1111	དལ	2		118140
1112	ཕུ	2		117718
1113	སོག	3		117324
1114	ཏཱ	2		116986
1115	འཁྲུག	5		116618
1116	གསན	3		116434
1117	བསྔགས	5		116426
1118	རྭ	2		116278
1119	སྦྱང	4		116070
1120	རྩེད	4		115008
1121	ཀོང	3		114786
1122	མགྲོན	5		114278
1123	འགྲེམ	5		114218
1124	དུར	3		114212
1125	ཟམ	2		114170
1126	བལ	2		114018
1127	འཕྲོས	5		113666
1128	རྨོངས	5		113414
1129	བྱར	3		113384
1130	ཨར	2		112828
1131	ཕྲད	3		112314
1132	ཕུད	3		112312
1133	ཐིམ	3		112172
1134	བམ	2		112116
1135	གསོད	4		111830
1136	གྱོན	4		111486
1137	སོན	3		110734
1138	སྐྲ	3		110588
1139	གཞུག	4		110546
1140	དབྱེར	5		110140
1141	ཀྱེ	3		109884
1142	བསད	3		109792
1143	གསོན	4		109676
1144	སྒྲོ	4		108846
1145	ཞ	1		108710
1146	འཕྲོག	5		108320
1147	སྒེར	4		108186
1148	ཚྭ	2		107938
1149	གས	2		107606
1150	གཤིན	4		107448
1151	གླ	2		107346
1152	ཧོར	3		107216
1153	སྐམ	3		107204
1154	འཐེན	4		106914
1155	གདབ	3		106808
1156	གཉིད	4		106696
1157	དུམ	3		106644
1158	དགོད	4		106412
1159	འགྲུས	5		106232
1160	ཟེ	2		106206
1161	འཁོད	4		106028
1162	པྲ	2		105456
1163	བརྗིད	5		105178
1164	ཧྲིལ	4		104824
1165	ཞོ	2		104734
1166	གཉན	3		104502
1167	བརླབས	5		104178
1168	དགྱེས	5		103950
1169	ཞིན	3		103792
1170	ཁྱུང	4		103464
1171	འཐོབ	4		103434
1172	ཡོམ	3		103130
1173	གྲལ	3		102834
1174	འཇལ	3		102008
1175	ཕྲིན	4		101584
1176	ངོར	3		100932
1177	གཟུངས	5		100806
1178	བསིལ	4		100396
1179	ཤེལ	3		100334
1180	ཚུད	3		100230
1181	སྲེག	4		100000
1182	སོས	3		99872
1183	ཁུང	3		99700
1184	བཞིར	4		99630
1185	བགེགས	5		99626
1186	ངར	2		99128
1187	སྲ	2		98610
1188	ནིང	3		98402
1189	སྣུམ	4		98280
1190	རིལ	3		97952
1191	ལྕི	3		97202
1192	ཀོ	2		96534
1193	བཙལ	3		96468
1194	འཕེན	4		95964
1195	མཁྲིས	5		95932
1196	བསྣན	4		95696
1197	འདམ	3		95658
1198	འཕང	3		95292
1199	བརྡར	4		94826
1200	གཤམ	3		94658
1201	འདའ	3		94650
1202	འཚམ	3		94322
1203	ལོགས	4		94214
1204	བྲམ	3		93836
1205	བརྩེགས	6		93504
1206	གོམ	3		93338
1207	གྲོན	4		92310
1208	ཞོར	3		92240
1209	མུའུ	4		91682
1210	བསྔོ	4		91466
1211	ཅ	1		91362
1212	ཟུག	3		91358
1213	དམྱལ	4		91264
1214	སྲང	3		91064
1215	ཐེར	3		91064
1216	འཕུར	4		90878
1217	བརྗེད	5		90672
1218	ཀློང	4		90284
1219	བགྱིས	5		90270
1220	པི	2		90198
1221	མངགས	4		90196
1222	འཆམ	3		90180
1223	ཀླུང	4		90122
1224	འཛུམ	4		89824
1225	ཡལ	2		89800
1226	སྨི	3		89762
1227	སྲིང	4		89734
1228	ཚབས	3		89618
1229	འཁྱིལ	5		89340
1230	གན	2		89282
1231	འདོམས	5		89140
1232	བྱི	3		89136
1233	སྡེབ	4		89108
1234	ཁེངས	4		89054
1235	བརྙེས	5		89052
1236	ཀྱིན	4		88826
1237	བྲི	3		88446
1238	བཏུང	4		88410
1239	ཡུས	3		88298
1240	སྦྲང	4		87804
1241	ཕུགས	4		87724
1242	རྫུ	3		87638
1243	བཤམས	4		87378
1244	འགགས	4		87324
1245	གཡུང	4		87098
1246	གཡོག	4		86878
1247	རྡོར	4		86686
1248	སྙིགས	5		86638
1249	ཟོས	3		86166
1250	ཐན	2		85978
1251	གདོད	4		85904
1252	ཤན	2		85778
1253	མིས	3		85502
1254	གཟབ	3		85372
1255	ཕྲུ	3		85226
1256	སྦྲུལ	5		85144
1257	འབུ	3		84780
1258	ཉར	2		84552
1259	ཙི	2		84436
1260	སྒམ	3		84268
1261	རན	2		84236
1262	བཤགས	4		83888
1263	དབྱིན	5		83472
1264	བད	2		83240
1265	སད	2		83094
1266	ཁུག	3		83010
1267	ལྡེ	3		82878
1268	ཟིལ	3		82748
1269	པོད	3		82722
1270	བུན	3		82302
1271	ཞྭ	2		82142
1272	སྦྲ	3		82080
1273	བཞད	3		82004
1274	ཧོང	3		81954
1275	འབྲལ	4		81732
1276	བྲན	3		81514
1277	འགྲིག	5		81490
1278	ཙུང	3		81210
1279	ཤོད	3		80860
1280	ཧན	2		80788
1281	ཐོར	3		80780
1282	ཙེ	2		80614
1283	མུག	3		80606
1284	སྤུན	4		80266
1285	བློས	4		80192
1286	གདངས	4		80178
1287	ལྐོག	4		80114
1288	ཉག	2		80104
1289	ཁི	2		79832
1290	བཏུས	4		79816
1291	མཛའ	3		79790
1292	སྦས	3		79566
1293	ཟངས	3		79252
1294	དགོང	4		79092
1295	ལྷོད	4		79012
1296	ལྟོ	3		78996
1297	འདེམས	5		78976
1298	སུན	3		78610
1299	ལིས	3		78582
1300	དན	2		78558
1301	འབྱམས	5		78430
1302	ལོས	3		78240
1303	ཧྲི	3		78148
1304	འཚོང	4		78144
1305	འདྲེ	4		77940
1306	ཐུར	3		77916
1307	གད	2		77888
1308	ལྡང	3		77848
1309	ཀྲི	3		77798
1310	བསང	3		77670
1311	ཀྲོའུ	5		77646
1312	འཁྲུགས	6		77212
1313	སྐྲག	4		77052
1314	ལར	2		76976
1315	སྐོང	4		76782
1316	དཔར	3		76660
1317	ཕྱུང	4		76442
1318	ཐཱ	2		76424
1319	ཝེ	2		76206
1320	དཔང	3		76064
1321	བེ	2		75974
1322	ཝུའུ	4		75806
1323	བགོས	4		75422
1324	གཏང	3		75316
1325	པན	2		75048
1326	ཤྭ	2		74612
1327	ཏུང	3		74002
1328	ཐིང	3		73932
1329	ཅུའུ	4		73600
1330	ཏུན	3		73506
1331	མཐོན	4		73250
1332	ཨི	2		73186
1333	འགྲོས	5		72996
1334	འཇའ	3		72906
1335	སྐུད	4		72346
1336	ཏྲ	2		72150
1337	སྲེད	4		72140
1338	རྫུན	4		72106
1339	འུ	2		71840
1340	ཆབས	3		71500
1341	ཁྲུས	4		71420
1342	འགོར	4		71394
1343	ཐབ	2		70970
1344	མནན	3		70826
1345	མཆི	3		70544
1346	གཅན	3		70410
1347	བགྱིད	5		69746
1348	བཅར	3		69680
1349	གོར	3		69588
1350	བགྲང	4		69472
1351	འབངས	4		69442
1352	ལྟས	3		69326
1353	མནའ	3		68742
1354	མངལ	3		68728
1355	བདམས	4		68708
1356	མྱང	3		68618
1357	གཡུལ	4		68454
1358	གདལ	3		68420
1359	གཤེན	4		68226
1360	མཉེས	4		68038
1361	བརྩིས	5		68002
1362	གཟེངས	5		67926
1363	ཤེ	2		67788
1364	འཛད	3		67786
1365	སྨུག	4		67500
1366	གཡག	3		67070
1367	སྩོལ	4		66986
1368	སྒྲས	4		66840
1369	འབུར	4		66672
1370	མངར	3		66540
1371	བཏོད	4		66480
1372	ཀླད	3		66408
1373	སྤུངས	5		66032
1374	དགར	3		65936
1375	ཁྲན	3		65910
1376	ཧྲན	3		65870
1377	གཟན	3		65816
1378	འཁྲིད	5		65736
1379	གྲྭར	4		65540
1380	པུས	3		65530
1381	རྨས	3		65402
1382	བསྐྱངས	6		65396
1383	གཏི	3		65300
1384	འགྲོལ	5		65110
1385	སིལ	3		64924
1386	འདང	3		64922
1387	འདྲིས	5		64598
1388	ཡོལ	3		64466
1389	རྗོད	4		64364
1390	ཏུའུ	4		64344
1391	ཞིམ	3		64342
1392	གཏུགས	5		64080
1393	བླུགས	5		64064
1394	སྡུར	4		63852
1395	ལྷས	3		63840
1396	ཧྲིན	4		63776
1397	སྟན	3		63772
1398	བླག	3		63618
1399	སྣམ	3		63294
1400	འབྲང	4		63264
1401	ཡུ	2		63108
1402	དབར	3		62772
1403	ལྷིང	4		62746
1404	རྩེར	4		62650
1405	སྤོབས	5		62476
1406	བརྐོས	5		62388
1407	གཡེང	4		62144
1408	གཏུག	4		61910
1409	སྦྲག	4		61810
1410	སྒུལ	4		61628
1411	སུས	3		61622
1412	ཤོ	2		61608
1413	བསྲེས	5		61224
1414	གདུག	4		61010
1415	རྩུབ	4		60918
1416	གཟེར	4		60870
1417	འདོར	4		60812
1418	རྡུང	4		60758
1419	འདུད	4		60746
1420	འགྱེད	5		60698
1421	བསྐང	4		60478
1422	བསླུ	4		60478
1423	བྱུག	4		60446
1424	ཆིག	3		60328
1425	ཨན	2		60160
1426	གྱེན	4		60060
1427	མཐིལ	4		60060
1428	སྤྲས	4		60038
1429	མཉན	3		60012
1430	གྲིབ	4		60004
1431	འཁྱེར	5		59910
1432	ཞུང	3		59900
1433	གདུགས	5		59742
1434	ཙོང	3		59614
1435	ཁྲེང	4		59604
1436	ཚིམ	3		59500
1437	མྱུ	3		59408
1438	ཕོད	3		59202
1439	མགུར	4		58966
1440	བན	2		58820
1441	ཅིས	3		58706
1442	ཅོག	3		58500
1443	ལྗོན	4		58060
1444	པགས	3		58032
1445	བསྲེགས	6		57990
1446	གྱོད	4		57972
1447	དབྱུང	5		57920
1448	གདགས	4		57904
1449	ཧུའུ	4		57688
1450	རྒུད	4		57624
1451	ཁེལ	3		57476
1452	ཐིན	3		57458
1453	བརླབ	4		57410
1454	ཞགས	3		57170
1455	ལྡིང	4		57142
1456	ལེབ	3		56842
1457	ཟིང	3		56760
1458	འཚང	3		56712
1459	གྱ	2		56570
1460	གྱེས	4		56418
1461	བརྟུལ	5		56378
1462	གདེང	4		56208
1463	གཏུམ	4		56124
1464	སྟ	2		56054
1465	འུར	3		55910
1466	སྦོམ	4		55886
1467	ཆིང	3		55770
1468	ལིན	3		55584
1469	གཟོད	4		55488
1470	བསྐྱལ	5		55156
1471	གདའ	3		55152
1472	འབེན	4		55090
1473	འཆིང	4		55048
1474	ཤེད	3		54966
1475	བཙོག	4		54866
1476	ཐུ	2		54492
1477	བྲེལ	4		54130
1478	སྐོམ	4		54106
1479	སྤོར	4		54088
1480	བགོ	3		54076
1481	གཉའ	3		53976
1482	ཤེར	3		53944
1483	ཧྥ	2		53910
1484	བསྣམས	5		53898
1485	མཆུ	3		53794
1486	གཤེད	4		53648
1487	རེན	3		53560
1488	རྩད	3		53514
1489	སྣར	3		53488
1490	སྤར	3		53416
1491	འཇོན	4		53404
1492	འཕངས	4		53380
1493	ཁྱུ	3		53266
1494	འགྲོགས	6		53226
1495	གཞུ	3		53172
1496	དོང	3		53124
1497	བཞིས	4		53100
1498	རྟོན	4		53048
1499	གླེགས	5		52896
1500	བགྲོ	4		52834
1501	སྤྱང	4		52826
1502	ལྷུག	4		52758
1503	ཅོ	2		52518
1504	བཅངས	4		52488
1505	གསོས	4		52436
1506	གསེང	4		52414
1507	སྣས	3		52386
1508	ཉམ	2		52356
1509	ཧུ	2		52296
1510	སྡེར	4		51964
1511	ཅར	2		51920
1512	འགྱོད	5		51898
1513	མེར	3		51554
1514	རེངས	4		51250
1515	འཁྱུད	5		51248
1516	ཟློག	4		51028
1517	ཚེགས	4		50912
1518	རྫི	3		50900
1519	ཟླུམ	4		50876
1520	གོན	3		50824
1521	ཤག	2		50824
1522	ལྔར	3		50264
1523	སྒར	3		50244
1524	འཐོར	4		50206
1525	བརླག	4		50198
1526	ཀེ	2		50088
1527	རར	2		49932
1528	བསྩལ	4		49868
1529	རྣོ	3		49594
1530	འགོས	4		49496
1531	མཆིན	4		49458
1532	སྒ	2		49390
1533	བསྲེག	5		49350
1534	ཟོན	3		49188
1535	བསྐོས	5		48658
1536	བསྟུད	5		48636
1537	ཁྲུ	3		48596
1538	རྨད	3		48576
1539	མཁྲེགས	6		48568
1540	ཧའེ	3		48520
1541	ཞོགས	4		48496
1542	རྒུས	4		48436
1543	ཆི	2		48406
1544	རློམ	4		48384
1545	བསྐོ	4		48018
1546	ལབ	2		47934
1547	མོན	3		47884
1548	ལྷམ	3		47868
1549	མིར	3		47852
1550	ལྕམ	3		47612
1551	ཁམ	2		47424
1552	ལྕག	3		47394
1553	དྭ	2		47314
1554	ཞོག	3		47266
1555	སྐྱུར	5		47214
1556	ཞོན	3		47178
1557	འབུད	4		46942
1558	འདུར	4		46938
1559	རྡོག	4		46900
1560	འཕྲེང	5		46866
1561	དེད	3		46508
1562	ལྔས	3		46166
1563	ཧྲང	3		46158
1564	ལུད	3		46144
1565	འཛིང	4		46130
1566	གཉི	3		46110
1567	ཟུངས	4		45822
1568	དབྱུག	5		45766
1569	དི	2		45728
1570	གེར	3		45682
1571	གཙོས	4		45680
1572	ཐེམ	3		45622
1573	སྨྱན	4		45604
1574	འཇར	3		45356
1575	གཡོགས	5		45338
1576	བྱིངས	5		45290
1577	སྒུག	4		45184
1578	གྱིན	4		45148
1579	ཀྲ	2		44822
1580	ཅིར	3		44750
1581	རུལ	3		44592
1582	མཐུས	4		44476
1583	ཐི	2		44468
1584	བརྐྱང	5		44282
1585	གཤོག	4		44230
1586	གྲབས	4		44218
1587	རྒས	3		44194
1588	རོག	3		44138
1589	འཛུལ	4		44138
1590	དཀྱུས	5		44112
1591	འཚུབ	4		43854
1592	བླུན	4		43768
1593	རྙོག	4		43760
1594	ཕྱེས	4		43756
1595	དབབ	3		43676
1596	ཟང	2		43618
1597	བསླངས	5		43612
1598	དྲགས	4		43558
1599	ཤམ	2		43484
1600	བཀུག	4		43320
1601	རྐུན	4		43286
1602	ཀྱུ	3		43270
1603	ཁྲོས	4		43150
1604	གཞོལ	4		43058
1605	ཁེར	3		43008
1606	སོལ	3		42966
1607	ཕོར	3		42958
1608	ཁེབས	4		42946
1609	པུར	3		42930
1610	ཀང	2		42900
1611	སྒྲོགས	6		42652
1612	ཧྥུའུ	5		42638
1613	འཇུ	3		42632
1614	ཁོལ	3		42580
1615	བཟེད	4		42542
1616	རོབ	3		42500
1617	ཞུན	3		42408
1618	འདབས	4		42332
1619	རམས	3		42318
1620	རློབས	5		42278
1621	ཟན	2		42238
1622	མནར	3		42188
1623	མདུད	4		41996
1624	སྙེ	3		41924
1625	བསྒོ	4		41900
1626	ལྭ	2		41786
1627	ཁྲུང	4		41670
1628	རྒ	2		41628
1629	མཐིང	4		41594
1630	སྐེ	3		41572
1631	མཚོས	4		41370
1632	ཚོལ	3		41248
1633	རྩིག	4		41240
1634	ལྟད	3		41222
1635	པང	2		41072
1636	བྲོས	4		40846
1637	དྲེགས	5		40690
1638	སྐྲན	4		40684
1639	ལྷར	3		40626
1640	གཡོས	4		40596
1641	སྦྲགས	5		40558
1642	བཀང	3		40520
1643	འགུགས	5		40378
1644	ཐུམ	3		40292
1645	ཤལ	2		40100
1646	ཙན	2		40004
1647	བཤིག	4		39956
1648	བཞོན	4		39900
1649	བཅུར	4		39846
1650	གཙིགས	5		39820
1651	གཞིག	4		39572
1652	མཆོང	4		39548
1653	རུབ	3		39490
1654	རེབ	3		39466
1655	ཚེར	3		39432
1656	ངོགས	4		39414
1657	སྦལ	3		39390
1658	གིན	3		39298
1659	ལྷང	3		39234
1660	ཞར	2		39194
1661	དྲོར	4		39170
1662	ཀོན	3		39168
1663	ཅུན	3		39152
1664	ཏག	2		39082
1665	སྲི	3		39080
1666	འདར	3		38906
1667	ཧྥེ	3		38878
1668	མཚོར	4		38638
1669	དམྱིགས	6		38550
1670	ཁྱེའུ	5		38492
1671	རྨོ	3		38448
1672	ཆུར	3		38420
1673	འཕོས	4		38384
1674	སྒྲོམ	5		38274
1675	བལྟོས	5		38224
1676	བཀྲམ	4		38068
1677	མགར	3		38056
1678	ཏོར	3		38000
1679	བསྡམས	5		37964
1680	འཇོ	3		37920
1681	གབ	2		37756
1682	བཙའ	3		37722
1683	དབོན	4		37666
1684	ཡུང	3		37626
1685	དགས	3		37584
1686	རངས	3		37512
1687	འགྲིབ	5		37462
1688	ཐེན	3		37408
1689	མྱོས	4		37404
1690	གཡར	3		37312
1691	འགར	3		37312
1692	གུག	3		37244
1693	བརྒྱར	5		37204
1694	བསླབས	5		37164
1695	བཟླ	3		37100
1696	བདུག	4		37046
1697	རྦད	3		36894
1698	ཁྲིན	4		36820
1699	རྩམ	3		36782
1700	ཐིགས	4		36710
1701	ཉོས	3		36652
1702	བྱུགས	5		36560
1703	བྲེ	3		36544
1704	མདུང	4		36536
1705	རྒོན	4		36506
1706	ཧྥུ	3		36386
1707	ལེར	3		36302
1708	རྒུ	3		36280
1709	བཙོན	4		36170
1710	རྩིབས	5		36072
1711	གཞོགས	5		36066
1712	འཛག	3		36032
1713	གསེས	4		35948
1714	ཧྲེང	4		35930
1715	སྲན	3		35860
1716	ཀྭ	2		35672
1717	ལུའུ	4		35570
1718	དཔྲལ	4		35568
1719	གདམ	3		35400
1720	འབྲུམ	5		35374
1721	བསྐྱུར	6		35308
1722	འབྲངས	5		35292
1723	འཐག	3		35284
1724	འབྲོང	5		35214
1725	བཞུད	4		35160
1726	བསྒྲལ	5		35130
1727	སྒེག	4		35082
1728	སྨྱུག	5		35058
1729	བཞུར	4		35024
1730	ཀས	2		35000
1731	ཤུར	3		34968
1732	བསྐོལ	5		34870
1733	ཕེན	3		34866
1734	འཚེར	4		34852
1735	ཝུན	3		34842
1736	ཆན	2		34770
1737	གུམ	3		34762
1738	ཞུམ	3		34638
1739	ཤུག	3		34632
1740	ཁྱོ	3		34622
1741	རེའུ	4		34590
1742	ནོན	3		34546
1743	ངུར	3		34332
1744	ཕུའུ	4		34282
1745	མགུ	3		34140
1746	དམུ	3		34134
1747	མམ	2		33990
1748	སྐྱིལ	5		33960
1749	བརྫུན	5		33874
1750	དཀྲིས	5		33810
1751	གནག	3		33768
1752	ལྟག	3		33680
1753	མཁལ	3		33668
1754	ཏིལ	3		33656
1755	གྱེར	4		33490
1756	མགུལ	4		33478
1757	བསེ	3		33452
1758	ཆིབས	4		33364
1759	ཤད	2		33312
1760	ཁྲང	3		33240
1761	ལིའུ	4		33212
1762	སྐས	3		33160
1763	གྱོང	4		33142
1764	མེན	3		33126
1765	བྱོས	4		33120
1766	རཾ	2		33020
1767	ལྡབ	3		32972
1768	ཡོས	3		32968
1769	མཆེ	3		32862
1770	ཆིན	3		32834
1771	ཅོད	3		32822
1772	འཕྱུར	5		32800
1773	ཆིངས	4		32734
1774	རྔམ	3		32632
1775	བཀྲུ	4		32632
1776	འཁྱགས	5		32606
1777	ཐམ	2		32478
1778	དུལ	3		32406
1779	འཚར	3		32332
1780	དོམ	3		32312
1781	ཕོགས	4		32280
1782	སྟར	3		32232
1783	སྟི	3		32156
1784	རྫིང	4		32142
1785	བགྲེས	5		32054
1786	འགྲིལ	5		32030
1787	མག	2		32002
1788	བརྡུང	5		31956
1789	ལྕང	3		31836
1790	བཅིང	4		31834
1791	རྣོན	4		31828
1792	བརྩིགས	6		31696
1793	འཕུལ	4		31684
1794	སྦ	2		31676
1795	སྤྲེལ	5		31596
1796	གྱང	3		31230
1797	རྟིང	4		31206
1798	བརྡལ	4		31192
1799	མཐེ	3		31186
1800	འགྲོར	5		31182
1801	མཚེའུ	5		31034
1802	གཡའ	3		30930
1803	རྩར	3		30924
1804	མཉེན	4		30922
1805	རྟུལ	4		30902
1806	རུམ	3		30866
1807	ནྀ	2		30836
1808	གིར	3		30822
1809	ལྷགས	4		30714
1810	སྔོག	4		30538
1811	བཏིང	4		30376
1812	ཚིལ	3		30326
1813	དབྱིང	5		30292
1814	བསླེབས	6		30212
1815	སེན	3		30196
1816	འཁྲུ	4		30102
1817	སློག	4		30094
1818	ལྤགས	4		30050
1819	ཙུའུ	4		30020
1820	མུས	3		30004
1821	གྲམ	3		29872
1822	གཤེར	4		29828
1823	གཅིན	4		29822
1824	ལྗིད	4		29732
1825	ཛི	2		29720
1826	སྤ	2		29686
1827	ལྡེབས	5		29684
1828	གོལ	3		29652
1829	འདེམ	4		29606
1830	བུག	3		29578
1831	འཆལ	3		29524
1832	བརྩམ	4		29502
1833	བཙས	3		29484
1834	ཀྲིན	4	ew	29430
1835	གཏར	3		29430
1836	བསྒྲིབས	7		29422
1837	ཐུལ	3		29380
1838	ལྡེམ	4		29360
1839	གཅད	3		29352
1840	བཏུལ	4		29316
1841	འགུག	4		29100
1842	རྔུལ	4		28916
1843	གསོར	4		28814
1844	ཁྲེལ	4		28796
1845	བསངས	4		28778
1846	ཡམས	3		28754
1847	སྨོད	4		28686
1848	དཔོག	4		28674
1849	སྟུག	4		28668
1850	ཚེག	3		28662
1851	བྲིན	4		28590
1852	ཤུན	3		28532
1853	གཟར	3		28450
1854	ཡུད	3		28422
1855	རྐུ	3		28208
1856	གཙོར	4		28138
1857	སྤེན	4		28102
1858	ཞོལ	3		28084
1859	འཛེམ	4		28064
1860	བཤང	3		28056
1861	མགོར	4		28042
1862	ཞེང	3		28026
1863	རྒྱགས	5		27968
1864	ལིག	3		27942
1865	རིབ	3		27902
1866	ཟོར	3		27856
1867	ཁྲེན	4		27846
1868	བཀླགས	5		27752
1869	དབྱིག	5		27710
1870	མངག	3		27702
1871	འཁོན	4		27668
1872	ཤོང	3		27572
1873	འགས	3		27500
1874	བཀས	3		27460
1875	བསྣུན	5		27432
1876	བཀལ	3		27426
1877	འཁྱག	4		27418
1878	ཕུབ	3		27382
1879	གྲོག	4		27344
1880	བརྙས	4		27330
1881	སྲབ	3		27244
1882	བྱིང	4		27234
1883	བསྲུངས	6		27208
1884	སྐེད	4		27204
1885	བྲ	2		27196
1886	གཞོམ	4		27076
1887	གཞོང	4		27048
1888	བརླན	4		27044
1889	སྤྲེའུ	6		27012
1890	དཀྲོལ	5		26964
1891	བདེར	4		26942
1892	དགུག	4		26896
1893	སྨར	3		26874
1894	སླུ	3		26874
1895	འཁྱམས	5		26866
1896	སྤྲང	4		26832
1897	རྐྱལ	4		26750
1898	ལྗགས	4		26502
1899	རྣག	3		26440
1900	བསྲེ	4		26404
1901	མཛོ	3		26400
1902	ལྕོག	4		26340
1903	གཅོག	4		26288
1904	ལྷུ	3		26276
1905	ནུར	3		26260
1906	བྷོ	3	sk	26238
1907	ཁོམ	3		26214
1908	བཀར	3		26154
1909	ཕས	2		26120
1910	སིམ	3		26066
1911	པྲོག	4		26054
1912	གཉུག	4		26040
1913	ཟོལ	3		25998
1914	མུར	3		25972
1915	གཅེར	4		25944
1916	བཟད	3		25858
1917	ཧུང	3		25764
1918	ཁྱུད	4		25702
1919	སྐ	2		25640
1920	ཧྲ	2		25630
1921	འབྱོན	5		25624
1922	དྲྭ	3		25620
1923	རྡེག	4		25554
1924	བཤལ	3		25502
1925	བསླད	4		25462
1926	རྗེན	4		25458
1927	ཀྲོ	3		25406
1928	ཁེགས	4		25348
1929	སྦར	3		25342
1930	ཝན	2		25252
1931	ཆམ	2		25166
1932	བོགས	4		25164
1933	ཏྲི	3		25124
1934	ནོམ	3		25040
1935	མིད	3		24956
1936	དབལ	3		24944
1937	སྦགས	4		24898
1938	ལྷོར	4		24886
1939	ཐའེ	3		24878
1940	བརླིང	5		24824
1941	སླེབ	4		24816
1942	འབག	3		24724
1943	སྐྱི	4		24704
1944	ལྡོང	4		24690
1945	ཚོམས	4		24650
1946	སྲུངས	5		24588
1947	དཔྱ	3		24508
1948	གཅུང	4		24460
1949	བཀྲུས	5		24452
1950	ཁལ	2		24422
1951	ངོམ	3		24280
1952	བསྐྲད	5		24260
1953	ཞིས	3		24230
1954	རྦ	2		24210
1955	སུག	3		24170
1956	བཀྲོལ	5		24122
1957	ཧུའེ	4		24090
1958	ངོམས	4		24050
1959	སུང	3		24028
1960	ཕྲལ	3		23982
1961	གཟིམ	4		23954
1962	བསྒྲིལ	6		23896
1963	ཁྲིར	4		23896
1964	སྨྱོན	5		23882
1965	གཟིག	4		23636
1966	ལྷད	3		23630
1967	བསླང	4		23610
1968	ཀྲེ	3		23584
1969	འབྱར	4		23572
1970	ཡུངས	4		23520
1971	བརྡུངས	6		23514
1972	དིང	3		23474
1973	ལྷུར	4		23460
1974	བཏེགས	5		23458
1975	སྒོང	4		23410
1976	བརྒྱལ	5		23394
1977	འཁོལ	4		23374
1978	ཐོང	3		23366
1979	བཅག	3		23356
1980	བློར	4		23308
1981	ལྡེབ	4		23300
1982	རྔོན	4		23204
1983	སྦུབས	5		23188
1984	ཡེངས	4		23144
1985	སྦྲུམ	5		23138
1986	སྐྲངས	5		23138
1987	སྐྱུག	5		23070
1988	སྙོམ	4		23062
1989	ཁྲུའུ	5		23060
1990	མཛངས	4		23036
1991	འགྱངས	5		23024
1992	བེམ	3		22908
1993	དཔས	3		22856
1994	གཅོང	4		22832
1995	བཙོང	4		22830
1996	ཉིལ	3		22818
1997	བྱུ	3		22812
1998	གུད	3		22768
1999	ཏོན	3		22752
2000	སྦག	3		22706
2001	འཛོམ	4		22656
2002	ཨེར	3		22632
2003	འགྱིང	5		22626
2004	བུང	3		22502
2005	བསུས	4		22486
2006	བཤའ	3		22482
2007	རྔོག	4		22470
2008	ཇག	2		22440
2009	འཆོས	4		22266
2010	བཙོ	3		22232
2011	གྲག	3		22102
2012	འགངས	4		22036
2013	འཇབ	3		22024
2014	བཙོས	4		21974
2015	ཁྲིག	4		21856
2016	སྙེག	4		21782
2017	རྒལ	3		21714
2018	ལྡུམ	4		21708
2019	འཁྲིག	5		21518
2020	བལྟམས	5		21480
2021	ཟོ	2		21480
2022	ནངས	3		21456
2023	ཡུར	3		21408
2024	རློན	4		21388
2025	འཁྱུག	5		21354
2026	འཕྲང	4		21322
2027	དུབ	3		21300
2028	ཁྲབ	3		21230
2029	འདོམ	4		21222
2030	བཏུད	4		21198
2031	རིར	3		21172
2032	མཐུག	4		21150
2033	བཀླག	4		21144
2034	ལྕོགས	5		20980
2035	རྗེར	4		20954
2036	བསྡེབས	6		20950
2037	གཤགས	4		20924
2038	འཁྱོག	5		20884
2039	ལྡེའུ	5		20832
2040	བཀྲེས	5		20776
2041	འཛེག	4		20770
2042	འཕྱང	4		20752
2043	གདེངས	5		20748
2044	འཛེགས	5		20746
2045	འཕྲེད	5		20732
2046	འགྱིག	5		20662
2047	འཛི	3		20650
2048	དཀྲུགས	6		20586
2049	འགྲེང	5		20548
2050	མོག	3		20542
2051	རྒད	3		20536
2052	ཉང	2		20530
2053	དགུར	4		20508
2054	བསྲིངས	6		20474
2055	བྱོལ	4		20418
2056	སྙི	3		20392
2057	འཁྲིགས	6		20372
2058	འཐུངས	5		20308
2059	བེའུ	4		20266
2060	སྨྱོ	4		20236
2061	སིང	3		20228
2062	འདུམ	4		20226
